split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,9.085898485286673,5.597518853904614,2.4883812700766237,0.9655634658258648,0.464988381675244,3.7204700913538042
