split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,37.76684259974758,27.636058328077844,19.91396299534886,12.114175658050737,6.612243959495929,20.80865670814419
