split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all_K400,26.440451889375304,19.928391981872274,15.30918098720555,8.846232083327797,5.815903181918578,15.268032024739899
