split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,20.426770412749036,14.75461507204287,10.374989633199535,5.894333365162529,3.82565172723354,11.055272042077501
