split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,9.389806070508712,5.196333998662041,3.022412476666715,1.5093562641936373,0.6313252826434527,3.949846818534912
