split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all_nonK400,11.40624819780963,6.993949707298763,2.9737026021905177,1.4664852879146255,0.8402745452059844,4.736132068083904
