split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all_K400,46.732662547030316,35.66463378270854,26.364172304239293,17.0142805305322,9.761588877933104,27.10746760848869
