split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,45.8220899334816,36.54410271643012,27.375894298537517,18.775921745311294,10.739093110000477,27.8514203607522
