split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all_nonK400,24.31811267882347,15.59319514613179,10.238649032013216,4.764018349328537,1.888226581840167,11.360440357627436
