split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,25.798352203902596,18.348659145764117,13.463090603287412,8.034276442908073,3.9740195127948477,13.92367958173141
