split_name,mAP@0.3,mAP@0.4,mAP@0.5,mAP@0.6,mAP@0.7,mAP@avg
all,28.248299379004294,21.059023655444165,13.920864532437527,7.939528481553973,2.592624607806071,14.752068131249207
