split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all,13.057922584005748,11.447383048582413,10.20945949491034,9.279726665202716,8.190996590677722,7.140919835986187,6.139985929432874,5.280014223501137,4.16309090636456,2.632003314320428,7.754150259298413
