split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all,8.694579575139958,7.207316029542228,6.00782821984815,5.242080926834802,4.386228325703225,3.6449093065922527,3.0266923466979496,2.2667943551894054,1.482076857415265,0.6649643620518962,4.262347030501513
