split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all_K400,11.065587110665101,9.340834816216393,7.953453275101739,6.861614228742423,5.735660030584853,4.601523987315798,3.7657927402430826,3.054702845064756,2.1400750278845644,1.0362065959259112,5.555545065774462
