split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all,16.578810819754334,15.16916333306134,14.088770274192989,13.279955602440394,12.118787838338855,11.306070292430304,10.118422120136824,8.846386779606815,7.350856421293638,4.739919425613342,11.359714290686885
