split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all,11.31648739847619,9.43250667228251,7.859539545042714,6.674294704304774,5.445736427004227,4.545904540206207,3.6011923459340185,2.8503258311095006,1.979887572383881,1.0834645325878234,5.478933956933185
