split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all_nonK400,12.698350091876273,11.357429095751685,10.809934297691656,9.77082784154902,8.42907580258435,7.60123612878185,6.898767608769169,6.015822687905401,4.806277646951507,3.316742879877969,8.17044640817389
