split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all,13.563825486286765,12.40325580102685,11.604582906999877,10.580395073252106,9.52182731197712,8.580474001627808,7.461989574616664,6.766925812628487,5.549438070900547,3.926643646131725,8.995935768544795
