split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all,9.950178965717782,8.732972771416007,7.969510104304771,6.966506065646433,5.941295003334314,5.189299463291254,4.588935806052601,3.7706196830086274,2.833183079053886,1.8396414073443168,5.778214234917
