split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all_nonK400,15.289338314147283,13.806717068832352,12.736186461095969,11.988012594038235,10.940973537981733,9.985043186497025,8.79908230132544,7.772362967349884,6.428868690262153,4.419295638922286,10.216588076045236
