split_name,mAP@0.5,mAP@0.55,mAP@0.6,mAP@0.65,mAP@0.7,mAP@0.75,mAP@0.8,mAP@0.85,mAP@0.9,mAP@0.95,mAP@avg
all_K400,7.49645474593341,6.389708196116289,5.433417074495051,4.46264733716198,3.720062146861068,3.0357845833889394,2.526585982198526,1.765974142922222,1.071491500573867,0.5208008068678405,3.64229265165192
